type,PC1,PC2,quality
white,27.03136752,6.676631963,6
white,-39.6489382,15.42841411,6
white,-48.31115601,-11.18473413,5
white,-32.62981931,21.28434219,6
white,-116.7557749,-21.1644856,5
white,-64.73338785,16.76615852,5
white,-10.92675162,-9.031136304,5
white,40.24724427,-16.98262303,4
white,-2.832654395,-11.10720078,6
white,55.50326607,-4.51720831,6
white,-62.80442521,5.892929504,5
white,52.06094078,-0.164485065,5
white,-2.923575552,6.702739166,5
white,6.970116346,-2.127201929,5
white,-2.93622821,-22.50454714,6
white,-21.17331237,-0.635377431,6
white,-12.73017592,25.49970598,6
white,12.31713497,-2.730354232,5
white,-66.91611822,-4.704979072,7
white,-43.29181492,0.602918821,7
white,-47.84251534,-1.681825494,6
white,84.44294076,-5.679873225,5
white,-106.6867148,-4.044900544,5
white,-52.31538434,-2.562118505,5
white,-68.78983262,2.045180176,5
white,-43.10737125,-2.11692873,5
white,15.56018837,5.248949488,6
white,-21.06928608,8.95068382,5
white,41.20045831,6.081312063,7
white,60.7484878,-1.013825738,6
white,62.11929489,1.454335075,5
white,28.52687153,10.87409635,6
white,39.76226255,-0.4850271,6
white,52.76450397,-2.161805267,6
white,22.0523755,8.078022024,6
white,-34.2145621,9.270749031,6
white,44.00984201,-8.608643013,4
white,59.40371643,-0.255441586,7
white,23.65102815,-5.922837522,6
white,-17.242448,6.822587246,7
white,-4.135500422,22.90447962,6
white,37.37056712,16.4094962,5
white,64.93633857,-5.941818082,6
white,-62.40053884,-3.306732254,6
white,12.15318229,6.421597212,7
white,15.65877805,12.56772839,8
white,-19.31477585,-13.25361222,5
white,55.87434452,-6.402110749,5
white,-73.30444415,10.27466261,5
white,-48.41836573,25.37319194,5
white,-58.82150065,-11.80506453,6
white,40.58727753,0.750840996,7
white,-9.510868271,-17.98448026,5
white,33.90759968,-21.64055296,5
white,5.849290276,-4.639850732,6
white,44.6383122,-6.471064539,6
white,44.23958421,-20.06864603,4
white,8.061912878,-1.874952759,7
white,-34.51705989,-11.11283644,5
white,-17.30773242,10.94582403,6
white,73.84167415,3.703717277,4
white,-37.72687787,12.7603449,5
white,35.16684695,-17.35276009,4
white,-38.96705227,-4.366516511,6
white,-36.33788082,-2.610280314,6
white,-50.77699201,13.00588052,5
white,-32.89373368,4.99096634,5
white,-94.54482003,4.483207945,6
white,-93.48901997,4.715622041,5
white,-97.86956986,5.589267511,5
white,-31.60409702,6.04466211,6
white,15.77972309,11.63048232,5
white,29.66132364,-1.166544991,8
white,-75.29022768,-0.756948207,4
white,-76.51699579,-0.057300278,6
white,15.43721959,-2.877185075,6
white,12.04269741,2.330365943,5
white,-52.64111217,27.07623147,5
white,-51.93588311,28.30295684,6
white,-54.56839598,26.54869753,5
white,-79.11328853,-1.825069356,5
white,-69.1940844,-1.042801977,5
white,-62.40410002,4.010301493,5
white,-100.2884229,-8.511265246,5
white,1.68265242,4.918991415,6
white,22.25282331,7.131344402,4
white,-18.13793758,5.644287733,5
white,9.875909614,5.964331657,5
white,16.63625165,-10.92504835,4
white,63.43335048,-3.373186465,5
white,-28.23790071,-20.2054249,6
white,72.55877908,-3.769167189,5
white,25.45847838,6.941867978,7
white,15.71456626,0.23109214,6
white,31.24006747,8.529699102,7
white,-19.686469,15.52672693,5
white,-28.50316638,2.679013821,5
white,-35.83426466,16.51348803,5
white,-25.08625858,1.541612382,5
white,-33.19329049,-10.97759577,6
white,-5.81353482,-3.710464468,6
white,-1.462596456,-4.560157586,6
white,-9.135643762,2.050608863,5
white,-61.94715162,-10.73886174,6
white,-138.2725416,-5.516697044,6
white,-2.453937929,-9.809511549,4
white,-55.62637733,-11.99024308,6
white,-72.01126012,-5.074323515,6
white,-60.3989707,4.506087242,6
white,-86.09655072,-3.589208382,6
white,15.46924614,9.387311299,7
white,-19.61924304,-12.2692231,6
white,-61.68844896,-2.083429619,5
white,48.54818282,0.987379818,5
white,39.17082974,-1.716449855,7
white,-85.96887599,7.045074766,6
white,-6.206674679,3.712195378,5
white,-104.087208,-44.0413522,6
white,0.82825975,-9.104640088,7
white,64.26883828,-6.26302883,7
white,65.23276628,-5.997298714,7
white,21.79495375,-11.44234027,5
white,-60.81653307,-11.40105114,4
white,-59.68690307,-9.767015775,3
white,35.18686309,-21.41937809,3
white,-20.38509232,-3.527637005,6
white,-11.86820391,7.076377729,8
white,45.85227092,-15.33827943,7
white,21.85830114,-6.463990273,6
white,68.59172345,-14.41948821,4
white,27.89193299,8.748657607,6
white,-19.01935782,-3.717061319,5
white,45.81423959,-8.034244074,5
white,-98.90755513,5.348162549,6
white,-25.08433694,-20.36773787,6
white,-40.58309971,-14.06549197,6
white,-11.16626149,-3.978271201,5
white,-7.318503188,-2.90372866,6
white,-9.767252858,-1.504933235,6
white,-8.978045875,-4.396221735,5
white,-13.11810571,6.029420055,5
white,15.01457267,-1.004144036,5
white,-99.82645854,-2.234773356,5
white,-34.99925534,7.175328479,6
white,-31.85459657,7.004166552,6
white,81.44706309,-4.696821085,5
white,73.38335669,-1.711173971,4
white,35.83773156,-8.781479906,7
white,27.86649867,-5.831947541,8
white,22.15469041,7.180691486,8
white,-64.33972041,-6.140765998,4
white,-61.32928462,0.146282391,5
white,-61.93917583,-5.213219658,5
white,-44.48301684,0.378252656,5
white,-55.54683568,1.734934674,6
white,-56.88926678,-0.754232024,7
white,-21.88331443,12.76324789,6
white,-61.08644076,2.391983557,5
white,-16.78754035,-13.78904516,7
white,-42.7425689,-12.7876379,3
white,-35.96395558,-10.91385882,6
white,-30.35049974,-10.17857131,5
white,-60.24864038,32.25270895,7
white,-16.62524692,26.77131695,6
white,16.9195097,-3.669263002,6
white,48.31009923,14.24365196,6
white,67.17420039,-5.505728018,6
white,-31.30570451,-1.337035925,6
white,-26.4915717,-0.923009969,6
white,-26.2239005,-1.887928144,5
white,-29.37795336,-1.715777,6
white,4.441154198,-3.895534565,7
white,-10.62320418,-1.803412955,6
white,41.02784426,-8.461811409,7
white,-25.9110135,-6.913177152,8
white,-11.80682883,-1.136741706,6
white,-32.00434339,7.944336211,6
white,-32.70058719,6.713772672,5
white,8.187435126,9.454726134,6
white,3.399953565,-0.04523296,6
white,1.772678686,1.664697369,5
white,8.176782593,-14.18755514,7
white,72.40718643,-6.062029719,6
white,75.04972776,-0.214605282,7
white,0.033907643,0.193352902,6
white,-60.76726711,-41.53134727,5
white,-194.6541219,46.29410989,5
white,-77.15624286,-17.68018832,6
white,-6.14152189,0.497006788,6
white,-61.40452387,4.268685816,6
white,51.0335718,11.86095671,5
white,35.21925951,8.676374411,8
white,1.65192983,2.582760412,5
white,49.71782315,-6.091790798,6
white,5.169186047,-3.565737554,5
white,61.18095348,-6.990730188,5
white,36.49611984,-10.75720917,6
white,-37.17465426,10.82308222,6
white,4.520950519,-22.62301946,5
white,-7.149111969,12.52713498,7
white,-13.23011707,-11.77867691,7
white,12.82565812,-15.18315664,6
white,-1.575613879,-5.418486787,6
white,-9.32027745,8.874647356,5
white,-10.54689508,9.575313854,6
white,6.545898395,-0.228782087,6
white,70.84629541,3.828191561,7
white,-28.13727364,34.10400095,6
white,17.35199453,8.148631983,6
white,-5.581214692,20.46325269,5
white,-11.45372037,9.298787463,7
white,-0.011613898,-2.99469421,7
white,11.11259209,-5.23918883,6
white,-104.7454636,-24.9859931,6
white,-55.66729586,-1.454282592,6
white,-27.54634882,-18.97426248,6
white,-9.857519451,-19.3394189,6
white,-24.98552799,1.511322555,6
white,-29.31096695,12.00646276,6
white,54.35061246,3.43498762,5
white,8.529378244,7.590825425,6
white,38.56337891,-7.064562226,7
white,25.02775276,0.672810815,7
white,-6.701393989,3.329658111,6
white,-11.25203657,1.021514189,6
white,-39.41750745,-9.759630484,6
white,64.90608388,8.710160639,5
white,-39.41848304,-9.766430096,6
white,-59.41409981,-34.96422433,5
white,-9.91556832,-7.905657535,6
white,51.13845164,-3.622503788,7
white,23.78412266,-17.34948373,7
white,41.65235085,-3.142959353,7
white,-12.27619813,-22.00324644,6
white,-44.02136896,1.685642411,6
white,-16.90145571,-13.77202141,6
white,15.83239695,-11.18272773,7
white,24.4897497,-4.705116821,7
white,-130.8341959,13.5111234,5
white,-1.109739679,-6.444436299,6
white,-49.20994665,12.76950112,7
white,74.61496068,-2.410410916,5
white,15.78108504,-12.05956496,6
white,69.86039575,3.564556989,6
white,-32.25474268,19.40010018,5
white,-43.1541133,42.046517,5
white,44.10129724,6.861308779,5
white,29.3116485,8.004535752,6
white,-34.72628229,8.542734016,5
white,53.16782903,11.46332483,6
white,31.74494619,-4.810034347,5
white,-116.4717898,-10.73743291,5
white,-31.07711729,-10.46999802,6
white,35.60970691,14.98663407,7
white,17.7400919,-17.98350549,5
white,23.00596473,-3.060214512,6
white,-19.60998151,2.323648777,6
white,-3.811458631,2.334422098,6
white,51.30233459,10.89576838,5
white,39.11748804,2.374594241,6
white,-76.04185439,2.122428806,5
white,0.911184363,-1.852673675,6
white,-0.25181422,6.160273173,7
white,-82.37498209,-20.30960162,6
white,-81.40677692,-20.0472761,6
white,-27.16637895,5.156836792,7
white,-58.50719332,-2.252960243,5
white,50.58571456,-1.746781217,5
white,-62.9913136,2.742877923,5
white,55.68198492,-1.375984958,5
white,-83.97943348,16.90147034,7
white,-8.12016925,-21.94845959,4
white,33.00678726,5.017130526,8
white,41.63553103,0.101314378,7
white,-75.04400168,-32.97321648,5
white,-50.48190729,0.669658744,8
white,-84.01133955,16.91163352,7
white,31.49094906,-3.849526998,5
white,37.01993129,-1.286238354,7
white,2.787677189,-9.483510686,6
white,5.992462468,21.3387153,8
white,-109.181917,-9.934332518,6
white,-3.725264766,4.657639238,6
white,73.38488788,0.626422675,3
white,-16.62943368,-9.71559787,5
white,25.83308973,-4.017436426,6
white,10.28607101,1.759236594,7
white,-31.98306141,-23.07203737,5
white,9.336297732,1.490316195,5
white,-19.72163437,-13.6750753,7
white,24.30367162,3.52725968,7
white,25.8332291,-4.016465053,6
white,59.73254847,-8.537278242,7
white,27.47612587,-1.646736442,5
white,-77.07937291,-25.27903095,6
white,-120.5305089,16.93323874,5
white,-34.32750226,-3.876267222,5
white,-28.15281674,8.113055644,5
white,72.09666742,-1.00353247,6
white,-47.72672878,19.28487033,5
white,10.84753352,2.13623517,5
white,-8.815948076,17.44951561,6
white,-50.05541119,11.58854816,5
white,-16.66697569,-18.83094319,6
white,-60.14851505,-17.4747076,5
white,53.7460675,-1.875362482,6
white,5.310272274,0.475609498,7
white,35.28501268,4.540387507,6
white,-92.04266956,-4.241501232,5
white,29.42697019,15.27270451,7
white,23.1684738,0.095450385,6
white,-22.93510679,-20.81543207,6
white,-34.05276929,23.82671681,6
white,-32.63809886,-12.90932075,5
white,29.57274758,18.43561668,6
white,-1.73575085,6.041881906,5
white,-72.13275999,25.97038479,5
white,19.3917189,6.321493916,6
white,17.55117123,13.07431387,6
white,46.48283967,9.585207425,6
white,-45.78523832,6.092918303,6
white,-42.92412516,5.997176215,6
white,72.09731529,-8.284307168,6
white,75.84344628,-3.096213575,7
white,-45.16024001,-4.944391529,6
white,-18.00718412,-12.19461025,6
white,35.11499764,1.381603222,6
white,-32.6846764,-16.06342502,6
white,-59.37085187,20.23740695,4
white,-11.32996145,5.17210011,6
white,-29.46060958,-30.8959242,5
white,-66.02128412,1.996898631,6
white,-30.4253257,8.568047734,6
white,-62.89614695,-45.20311018,6
white,-62.89628261,-45.20408055,5
white,-5.901550555,10.03352233,6
white,9.577919007,-26.38486353,5
white,-32.7477852,-3.791614999,7
white,-19.39537342,15.458608,6
white,-7.670119477,25.8507163,6
white,-21.41403078,-33.86694908,6
white,-2.575358157,-4.780113741,6
white,81.5257782,13.99221927,6
white,21.50822102,5.01732366,7
white,-26.71005496,-14.56725731,6
white,-19.1686144,7.162160858,5
white,-19.68425697,9.094713126,6
white,61.17560497,1.183306469,6
white,99.77221386,-1.435283339,5
white,1.671743728,-27.5472595,5
white,1.671724585,-27.54743104,5
white,38.52055682,-2.95870768,6
white,43.31967836,-1.624770985,6
white,70.6894561,-10.73155298,5
white,0.295875292,-11.29242431,6
white,112.7439265,-2.232887274,4
white,21.4289844,2.751045706,6
white,35.10217393,-1.795635394,6
white,28.56285973,-8.69566416,6
white,34.0423574,5.239767034,6
white,-19.89109014,24.65214742,5
white,-44.40481104,6.779759499,6
white,-38.01754026,9.616682975,5
white,77.04629457,7.596657927,5
white,-72.64829366,-13.6145625,6
white,-30.02535251,-33.92456711,4
white,-63.82021564,25.2272409,5
white,-22.983564,-28.08236198,6
white,-8.9669919,-8.505598967,6
white,-27.96556741,7.158449051,6
white,-12.75191739,2.701106026,6
white,-34.39477861,-6.175889775,6
white,55.14369731,-10.83528025,6
white,11.32967917,-2.099565552,7
white,-31.3601005,-3.106363963,7
white,43.86310436,7.806748062,7
white,19.50235863,2.201062315,7
white,-18.85800837,-18.39071095,5
white,5.382419635,-18.23566816,6
white,-31.81902822,10.21066483,5
white,-10.66446635,13.71100884,6
white,-11.43851112,-7.098543454,7
white,8.003459502,6.319749789,5
white,-46.30248317,-8.370367787,6
white,7.316960271,-17.72357978,7
white,-27.52047406,-4.38184998,5
white,38.44151218,3.468405154,6
white,103.8964729,-1.348732886,6
white,-21.37855658,19.01942121,5
white,-22.86829889,20.68348613,6
white,-42.63095774,-2.268775347,6
white,-66.02900389,25.66803739,5
white,31.625954,-0.658426211,7
white,-45.07180572,-2.640837657,5
white,-16.81063572,9.916920314,7
white,-1.629401638,3.682137837,7
white,-49.03940325,-1.018860451,6
white,-50.96669604,-1.546433445,6
white,-18.4793679,8.427358265,7
white,1.258609379,7.707022602,7
white,27.94045522,-2.661999363,5
white,-32.07803372,0.646995914,6
white,56.29189799,6.295475911,6
white,4.061387131,-2.020364278,7
white,-19.98317435,-2.224585852,6
white,0.823844613,2.284713609,7
white,13.94431649,11.0614635,7
white,3.775640987,-9.245367818,6
white,-3.193109717,-30.61150731,5
white,14.33540439,17.35927888,6
white,-12.6287296,-10.51009406,5
white,12.76952487,-22.44697036,5
white,13.03705593,-23.41287568,5
white,4.891094123,-27.71788066,7
white,12.24229883,-5.911899046,6
white,22.19281452,2.178590564,8
white,84.94871664,1.461817382,7
white,-22.04490739,-5.029271337,6
white,31.32327561,4.396866614,6
white,3.536675708,-0.091951211,6
white,-20.91992702,-2.488794861,5
white,-26.90740585,6.52365379,5
white,47.68600877,-10.70214511,6
white,19.26007628,-0.918549234,8
white,47.58007626,-13.87645967,6
white,3.264595935,3.185259382,5
white,3.004973946,4.147629392,5
white,39.52463421,-6.807538017,7
white,-59.98627401,1.175012397,6
white,-55.1645498,2.492826879,6
white,2.8367184,-1.33337797,6
white,-88.54608229,1.020531343,5
white,-36.67313601,5.679259137,5
white,-0.27679617,-13.42392063,6
white,79.18075491,-11.52852729,5
white,11.15845765,-5.262010939,5
white,2.923563891,15.60905977,8
white,-35.1602706,-22.89553413,4
white,-86.47721036,-27.72148562,6
white,40.17998903,-1.463424043,6
white,-7.130138668,-1.537980725,5
white,11.02092634,-16.61220963,6
white,-50.93838638,-3.301552216,5
white,-15.16040896,7.312962221,6
white,-2.369129598,-1.62076217,6
white,3.051978825,5.047683578,7
white,-8.070354667,-12.32799873,5
white,-61.97085713,-3.411624732,5
white,-61.30692766,-2.173745984,5
white,10.5744915,0.800070982,7
white,-49.99282103,-14.43725979,4
white,-49.32651107,21.01163502,6
white,-24.86854681,-7.599107975,5
white,-27.22897833,-10.32069772,5
white,-30.22652359,1.197713307,5
white,-5.730693852,-30.62477724,4
white,-14.57436227,19.06401819,6
white,-50.62519717,-14.79567831,5
white,-50.32440853,-13.4601503,7
white,3.041459684,0.066900771,6
white,-9.811567447,33.59397559,7
white,20.82464992,0.591322097,6
white,42.81933384,3.477168822,6
white,6.795041023,-19.89020834,5
white,-50.39612298,-7.555356106,5
white,-116.5769544,58.74302612,4
white,55.55320133,-8.651921986,5
white,0.540356652,12.90072796,7
white,-45.92560281,-24.85676444,4
white,-46.9354387,1.789548748,6
white,10.01999781,-8.69881364,5
white,-56.27477212,-12.30988272,6
white,-34.82252664,-7.485563582,6
white,-77.96812874,4.814234039,5
white,-59.45944598,-17.14368061,6
white,38.50511155,-2.948952011,6
white,-15.59825137,7.458210603,8
white,11.58074895,-14.45764638,6
white,-72.31874839,3.227334221,5
white,-63.91165998,-8.04501206,6
white,-87.36085442,-10.17894828,6
white,44.85221905,-0.084798677,7
white,44.85235842,-0.083827304,7
white,-28.43722159,22.24166042,5
white,-26.32559162,-31.07701834,5
white,-25.73410448,-11.98232328,6
white,-42.25126137,15.43592953,5
white,-47.88423805,2.407345934,5
white,-66.82998374,1.688706609,5
white,26.05630544,-7.294745641,7
white,-50.69740261,-27.0713529,4
white,-88.79365816,2.854957863,6
white,12.19833894,2.291779658,7
white,3.960812783,-9.297245269,4
white,-58.88445988,-14.97143314,6
white,-52.13544507,-13.12609808,5
white,-45.82746563,-13.47129425,5
white,-89.36062515,-7.483151536,6
white,-62.68660138,-2.317998365,5
white,45.27637113,-1.116611408,6
white,-71.89354459,8.626367238,5
white,-71.89354192,8.626396539,5
white,-71.86725391,8.618033231,5
white,-56.39118506,-21.38480197,5
white,6.526970233,-14.77949569,7
white,55.41775062,-0.410299146,4
white,27.74282235,2.378651908,6
white,25.99294314,-10.45582604,6
white,98.47896368,4.238383267,5
white,-81.83346104,-6.747025204,5
white,-33.46495526,13.69067866,6
white,4.196838108,10.77503389,6
white,43.76626318,-10.85880363,5
white,-38.03891137,6.433347868,5
white,10.13066113,-1.403816469,6
white,-78.91105224,1.338256035,5
white,-48.89357768,-9.223795992,6
white,-13.72296596,2.446597156,7
white,-77.50505892,-34.5192942,6
white,-19.42286731,-5.91951633,5
white,10.00889258,2.714999003,7
white,-46.58029605,15.40551189,5
white,-37.71408491,-31.07037388,5
white,12.22904692,-9.110284753,6
white,48.2560212,6.966400764,8
white,17.99086971,-7.538351436,7
white,1.36490938,0.341887345,5
white,20.93246803,11.96413567,7
white,38.979668,-5.768196106,5
white,-20.8957628,1.615150276,5
white,-42.68724405,-35.56274129,5
white,0.53167429,-9.910074158,6
white,-110.5718258,14.50394346,6
white,90.51351721,3.09039067,7
white,-45.85668934,-7.050569928,6
white,-50.19971849,-20.80304979,5
white,13.16670932,-17.04083114,6
white,-5.84404427,3.616306974,7
white,121.8743614,2.331331369,3
white,81.17155925,7.694074553,6
white,3.694338605,-8.331731556,6
white,-15.36642069,-0.821221705,5
white,-19.16085041,-16.51666653,5
white,23.77311943,5.460642288,6
white,-110.6598744,-34.27539822,6
white,-43.94421607,9.873074276,6
white,-39.86787617,-1.436464239,6
white,-40.69199682,5.573371548,6
white,-43.94421382,9.873075808,6
white,-40.21809054,33.75733738,6
white,-34.97914939,40.48082374,6
white,4.901822761,-20.42557373,5
white,30.09547702,5.112842219,7
white,-39.30599745,-0.156006584,5
white,-48.43628983,21.28230017,6
white,-3.900660884,19.62075407,7
white,-1.710389861,19.18391678,7
white,-36.4511225,-2.574944333,6
white,-111.70333,-9.399578302,5
white,7.49401893,5.611328623,6
white,-29.91641746,-7.082824077,6
white,2.318865543,0.608979922,6
white,-109.5928621,17.96697225,5
white,95.44616892,-2.914888189,6
white,21.59320938,12.29745722,7
white,18.17341354,-1.171987238,7
white,-8.544867815,21.4594962,7
white,-13.18841007,23.29751338,7
white,-37.7238619,4.570663993,5
white,14.33966911,-3.131883273,9
white,33.7568378,3.022977742,6
white,42.44743783,-6.038100054,6
white,-61.15870693,-4.009263614,5
white,-46.0580775,12.60007263,7
white,-10.01920672,5.845320697,8
white,86.78736981,-5.282404531,4
white,-75.59393789,-11.1879825,6
white,18.35782952,1.08791031,6
white,20.26553179,1.6196135,6
white,22.73872321,-2.973382757,7
white,45.57886829,5.218203453,7
white,-6.252363997,-2.680454664,5
white,-35.10041974,-6.537002689,5
white,-19.69133546,-3.195182198,5
white,-76.96460047,-13.65532485,6
white,-18.69597349,7.586008635,6
white,24.67133083,1.644069856,6
white,65.67223827,-3.807474328,8
white,-25.5666736,2.550820451,6
white,-88.61185424,2.811271728,5
white,-85.85253895,-0.457083961,5
white,-29.94365836,3.444703097,7
white,27.13292657,-3.868616959,6
white,-71.46647933,3.528755261,5
white,-69.97203592,1.864253218,6
white,-113.031832,0.411688638,6
white,-72.44018137,3.269202653,6
white,21.49163328,-12.79508209,6
white,-14.93400851,-31.07149803,7
white,-30.61732742,1.325165576,6
white,-91.27592926,-15.31339086,6
white,14.77061385,-7.347163205,5
white,65.42105904,-11.05160348,5
white,5.995033396,-6.479375787,5
white,53.411766,3.203660621,9
white,-70.45512113,-26.34085102,6
white,32.26294631,7.870792644,5
white,19.17566969,6.384309525,6
white,-29.05035465,-6.79178886,6
white,-14.36677072,-15.18188449,6
white,0.567795579,-8.148127944,9
white,49.21184651,-1.854467163,7
white,49.38309947,-1.027353753,7
white,26.66221919,6.236164151,6
white,-22.64498836,-7.155774558,4
white,28.57186101,6.792655813,8
white,55.52466806,6.880024112,6
white,28.49866221,6.813830525,8
white,-36.85140012,-15.27975622,8
white,16.85136727,-19.13119202,7
white,16.83755559,-19.12779072,7
white,-31.01171948,-8.216463357,7
white,35.60226814,7.651746904,7
white,20.27863235,-0.694199736,8
white,-22.77592256,22.09551849,5
white,66.81166947,-0.422684932,5
white,32.54185688,3.718002489,6
white,-34.17051851,14.76738375,5
white,18.34539511,10.16793147,7
white,-15.14025026,2.292854846,5
white,21.91141689,0.799479067,7
white,-37.32898945,14.94188385,5
white,-18.15006835,21.14962202,7
white,-34.29304885,16.58410412,5
white,32.35351645,11.93185161,8
white,-49.35565217,9.59816412,7
white,-24.37056248,-8.618366135,6
white,28.34934149,-3.650851157,6
white,-24.63353813,-7.653943735,5
white,22.02377541,-3.293806751,6
white,-7.500817374,4.423312901,8
white,-38.58936349,4.259118758,7
white,38.41864656,12.54875228,6
white,-14.88425678,-28.74843928,5
white,14.73643018,-7.319925123,6
white,108.488089,-1.459308754,3
white,77.31440543,-4.787598383,5
white,-1.661504251,-7.721114487,7
white,11.8542781,26.09743791,9
white,32.70989428,6.86388981,6
white,25.86912733,9.126073316,6
white,29.900926,-9.438019884,8
white,22.61806801,-20.79091132,6
white,15.17924828,-9.22549006,6
white,-96.29554996,-22.98912138,6
white,35.14341535,-5.91138126,7
white,-35.34690621,-5.555487856,6
white,45.92865701,11.52688468,7
white,-29.88700378,0.230989391,6
white,21.26084834,10.9780514,7
white,21.77630422,9.03527839,5
white,9.614368197,0.533116988,7
white,72.597,1.190516915,6
white,-105.5910905,-11.11646795,6
white,54.61668143,-8.912246665,6
white,73.64115804,-2.668765949,6
white,-105.5819745,-11.11937172,6
white,-6.289049178,-6.753534623,7
white,25.34035791,-2.115093801,6
white,-96.16173757,2.977323438,5
white,-72.96767991,6.083201708,6
white,-24.55302809,7.780783482,8
white,41.91978051,-15.50810841,4
white,70.13262424,-8.831475204,4
white,14.22579549,-1.295753241,8
white,-18.03322865,-17.19367156,4
white,-80.13965223,-10.26354209,5
white,-3.664722211,-12.31089346,5
white,-2.165860928,-13.97785617,5
white,-4.10241246,-14.50349569,5
white,109.8300222,5.150554067,5
white,53.78925438,-9.680037662,4
white,109.8303009,5.152496813,5
white,-0.021476349,1.084602511,7
white,16.07409403,-8.067142552,6
white,31.42517445,0.284262319,6
white,33.25686066,-6.4969311,7
white,-12.82123106,21.41629654,7
white,-20.98577643,16.22602519,6
white,-84.24029836,12.46107354,6
white,-18.03066545,10.58780593,8
white,41.75954274,-11.35564954,5
white,57.61352197,6.460745265,5
white,-38.84707157,6.994626538,7
white,-43.72251551,0.727040497,5
white,19.1173759,12.82785111,5
white,54.96078755,0.623375561,7
white,-97.37968008,3.672187372,5
white,-96.75129023,20.42593949,6
white,-71.46441651,4.413830714,5
white,-100.2885793,2.888570708,5
white,-96.32141959,0.696193612,5
white,74.4364165,-5.557146299,5
white,-108.5117563,-7.80436983,6
white,-56.23030608,-10.91098346,7
white,-59.02545671,-10.83623091,5
white,-79.19900457,5.519218279,6
white,49.70454321,5.302155519,7
white,3.299151686,-3.210970986,7
white,10.85144844,-16.57416821,7
white,32.90520988,1.820780358,7
white,-71.17119738,1.655101836,5
white,-6.366005721,-13.18343596,5
white,83.96717274,-2.909627143,4
white,58.35242134,-11.90542468,5
white,8.509709686,-18.42435577,5
white,-3.407796107,-10.07463595,6
white,42.53188931,-10.14919287,6
white,18.61281403,9.194370099,5
white,10.00401477,-20.08982055,5
white,58.93593203,5.727057309,7
white,59.89046911,5.993790081,7
white,-36.70566294,-6.598217614,6
white,35.20547882,8.662376123,7
white,27.5379528,-4.847684077,6
white,-14.83923774,-2.749396208,6
white,40.53703981,-10.65928828,5
white,-50.88331322,-5.655177034,6
